BJD,JD,V,V_error
2457808.43570259,2457808.43435,17.235,0.0249711222
2457808.43582258,2457808.43447,17.2476666667,0.0238629956
2457808.43593258,2457808.43458,17.299,0.0278294596
2457808.43605258,2457808.4347,17.3273333333,0.0259769381
2457808.43616257,2457808.43481,17.2936666667,0.0259645463
2457808.43628257,2457808.43493,17.31,0.0268870469
2457808.43639257,2457808.43504,17.2543333333,0.0259067031
2457808.43651256,2457808.43516,17.25,0.0259467799
2457808.43663256,2457808.43528,17.3086666667,0.027969632
2457808.43674256,2457808.43539,17.294,0.0278917303
2457808.43686255,2457808.43551,17.291,0.0278294596
2457808.43697255,2457808.43562,17.262,0.0268483737
2457808.43709255,2457808.43574,17.2483333333,0.0258936058
2457808.43721254,2457808.43586,17.299,0.0279218985
2457808.43732254,2457808.43597,17.3103333333,0.0288367291
2457808.43744254,2457808.43609,17.2426666667,0.0269116218
2457808.43755253,2457808.4362,17.2673333333,0.0268870469
2457808.43767253,2457808.43632,17.2806666667,0.0268870469
2457808.43779253,2457808.43644,17.2586666667,0.0278789416
2457808.43790252,2457808.43655,17.229,0.0249909745
2457808.43802252,2457808.43667,17.1933333333,0.0250986846
2457808.43813252,2457808.43678,17.1873333333,0.0240116002
2457808.43825251,2457808.4369,17.2713333333,0.0269116218
2457808.43836251,2457808.43701,17.251,0.0268870469
2457808.43848251,2457808.43713,17.1926666667,0.024958231
2457808.4386025,2457808.43725,17.1546666667,0.0230555187
2457808.4387125,2457808.43736,17.2216666667,0.0260565533
2457808.4388325,2457808.43748,17.217,0.0258936058
2457808.43894249,2457808.43759,17.2326666667,0.0249711222
2457808.43906249,2457808.43771,17.2383333333,0.0270846823
2457808.43918249,2457808.43783,17.1846666667,0.0259467799
2457808.43929248,2457808.43794,17.2233333333,0.0259337029
2457808.43941248,2457808.43806,17.244,0.0268990138
2457808.43952248,2457808.43817,17.2496666667,0.0268990138
2457808.43964247,2457808.43829,17.241,0.0268729839
2457808.43976247,2457808.43841,17.2183333333,0.0248145948
2457808.43987247,2457808.43852,17.268,0.0278667713
2457808.43999246,2457808.43864,17.2473333333,0.0268603578
2457808.44010246,2457808.43875,17.193,0.0259337029
2457808.44022246,2457808.43887,17.1696666667,0.0241442326
2457808.44034245,2457808.43899,17.1946666667,0.0250031531
2457808.44045245,2457808.4391,17.2433333333,0.024958231
2457808.44057245,2457808.43922,17.1653333333,0.026112579
2457808.44068244,2457808.43933,17.2116666667,0.0249430805
2457808.44080244,2457808.43945,17.228,0.0269116218
2457808.44091244,2457808.43956,17.2906666667,0.0258936058
2457808.44103243,2457808.43968,17.2776666667,0.0259212903
2457808.44115243,2457808.4398,17.3193333333,0.0279191647
2457808.44126243,2457808.43991,17.2446666667,0.0269116218
2457808.44138242,2457808.44003,17.3223333333,0.0288255666
2457808.44149242,2457808.44014,17.3526666667,0.0278917303
2457808.44161242,2457808.44026,17.3133333333,0.028800674
2457808.44173241,2457808.44038,17.3686666667,0.0298200501
2457808.44184241,2457808.44049,17.4073333333,0.0298086723
2457808.44196241,2457808.44061,17.3296666667,0.0279191647
2457808.4420724,2457808.44072,17.2833333333,0.0269407
2457808.4421924,2457808.44084,17.245,0.0261262324
2457808.4423124,2457808.44096,17.289,0.0279932565
2457808.44242239,2457808.44107,17.2993333333,0.0288124498
2457808.44254239,2457808.44119,17.3373333333,0.0269116218
2457808.44265239,2457808.4413,17.3643333333,0.0288124498
2457808.44277238,2457808.44142,17.3263333333,0.0307719563
2457808.44288238,2457808.44153,17.303,0.0289860025
2457808.44300238,2457808.44165,17.2406666667,0.0268990138
2457808.44312237,2457808.44177,17.246,0.0269407
2457808.44323237,2457808.44188,17.3036666667,0.0288367291
2457808.44335236,2457808.442,17.3526666667,0.0288539218
2457808.44346236,2457808.44211,17.267,0.0270300279
2457808.44358236,2457808.44223,17.2993333333,0.0268870469
2457808.44370236,2457808.44235,17.232,0.0288608493
2457808.44381235,2457808.44246,17.306,0.0278667713
